"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Lynch IV, Daniel","663738","42.6","2.2","","18.8","27.8","8.5","","","",""
"Almonte, Yency","622075","16.1","26.5","0.8","","6.5","","","","50.1",""
"Armstrong, Shawn","542888","20.8","34.1","37.6","7.4","","","","","",""
"Saucedo, Tayler","642048","2.3","39.9","","13.9","25.9","5.7","","","12.3",""
"Baker, Bryan","641329","56.8","","","28.8","14.4","","","","",""
"Speier, Gabe","642100","20.7","45.8","","31.8","1.7","","","","",""
"Vest, Will","676684","51.3","3.1","","33.3","12.3","","","","",""
"May, Trevor","543507","42.4","","","25.9","22.3","","","","9.4",""
"Long, Sam","669674","49.5","","","12.4","1.9","30.5","5.7","","",""
"Feltner, Ryan","663372","27.8","17.3","","31.3","14.7","8.9","","","",""
"Shaw, Bryan","543766","","12.5","50.6","20.2","2.7","14.0","","","",""
"Machado, Andrés","600921","29.5","29.8","","13.2","27.5","","","","",""
"Ureña, José","570632","21.7","28.8","","25.3","24.3","","","","",""
"Kuhl, Chad","641771","7.5","35.1","","43.5","4.3","9.6","","","",""
"Martinez, Seth","661527","39.9","17.1","","","16.1","","","","26.8",""
"Stephenson, Robert","596112","23.6","","41.4","24.1","","0.3","10.6","","",""
"Fleming, Josh","676596","4.9","44.0","","","29.0","22.1","","","",""
"Pruitt, Austin","643493","25.8","14.1","","37.6","6.1","16.1","","","0.3",""
"Moran, Jovani","663558","45.6","","","7.2","47.2","","","","",""
"Shreve, Chasen","592741","36.4","","","1.1","","","41.2","","21.3",""
"Alvarado, José","621237","","58.8","41.2","","","","","","",""
"Pearson, Nate","663878","61.9","","","23.9","","14.2","","","",""
"Covey, Dylan","592229","0.3","41.1","26.8","21.6","1.0","","5.2","","4.1",""
"May, Dustin","669160","26.9","33.5","14.8","","4.5","20.3","","","",""
"Fairbanks, Pete","664126","49.5","","","49.9","0.7","","","","",""
"Buttó, José","676130","50.9","5.6","","15.1","22.9","5.5","","","",""
"Karinchak, James","675916","56.4","","","","","43.6","","","",""
"Beeks, Jalen","656222","43.5","","10.7","1.5","44.3","","","","",""
"Martin, Chris","455119","34.5","15.0","34.5","1.4","","","10.7","","4.0",""
"Jansen, Kenley","445276","","9.3","78.8","11.9","","","","","",""
"Rucker, Michael","621074","39.6","1.8","26.6","17.2","4.5","10.3","","","",""
"Hill, Tim","657612","48.3","42.0","4.3","5.3","","","","","",""
"Ramírez, Yohan","670990","0.1","70.3","","","3.5","","","","26.1",""
"Kelly, Joe","523260","15.9","30.6","","25.1","10.7","17.7","","","",""
"Zerpa, Angel","672582","33.5","23.2","","23.9","19.4","","","","",""
"Abbott, Cory","676265","45.9","","","6.8","","47.2","","","",""
"Chargois, JT","608638","7.8","50.6","","41.5","","","","","",""
"Marte, Yunior","628708","6.7","49.1","","44.1","","","","","",""
"Lucchesi, Joey","664192","","51.7","22.8","","0.7","24.7","","","",""
"Alexander, Scott","518397","","75.8","","16.0","8.2","","","","",""
"Kahnle, Tommy","592454","16.6","5.3","","2.3","75.8","","","","",""
"Gaddis, Hunter","683769","39.9","","3.6","31.7","18.2","6.6","","","",""
"Ward, Thaddeus","663658","5.0","37.4","20.0","","1.5","","","","36.1",""
"Brigham, Jeff","656257","39.1","","18.7","","","","","","42.2",""
"Devenski, Chris","606965","29.1","","","12.5","51.5","0.1","","","6.8",""
"Alexander, Tyler","641302","28.1","11.0","35.1","8.8","16.9","","","","",""
"Lambert, Jimmy","669424","43.6","","","30.4","10.2","15.8","","","",""
"Brebbia, John","605154","45.8","","","53.9","0.3","","","","",""
"Jameson, Drey","686753","27.3","29.7","","26.1","13.2","3.7","","","",""
"Rasmussen, Drew","656876","29.5","12.2","35.9","","","7.3","","","15.1",""
"Waldron, Matt","663362","20.5","23.6","13.1","","","","","26.7","16.0",""
"Rom, Drew","680723","44.3","24.1","","","","","7.9","","23.7",""
"Soriano, José","667755","25.8","13.3","","4.9","","41.2","14.8","","",""
"Vásquez, Randy","681190","26.2","22.3","16.6","","11.8","10.5","","","12.7",""
"Miller, Shelby","571946","57.6","","","","","","26.2","","16.1",""
"Voth, Austin","608723","44.0","","11.2","","","28.9","","","16.0",""
"Wantz, Andrew","681806","38.9","","28.7","","6.4","","","","26.0",""
"Ramirez, Nick","598286","2.4","40.7","","1.4","28.0","0.2","","","27.4",""
"Keuchel, Dallas","572971","","34.7","25.4","12.9","27.1","","","","",""
"Pepiot, Ryan","686752","50.6","","","14.7","34.7","","","","",""
"Strzelecki, Peter","657265","36.0","19.3","0.3","26.6","17.8","","","","",""
"White, Brendan","686839","32.8","6.9","","31.1","","","0.9","","28.2",""
"Velasquez, Vince","592826","41.5","1.1","","44.6","12.5","0.3","","","",""
"Lodolo, Nick","666157","46.4","5.3","","","12.5","35.8","","","",""
"Hartwig, Grant","701643","1.6","46.8","16.0","","4.2","","","","31.5",""
"Brieske, Beau","689225","39.7","19.9","","16.3","24.0","","","","",""
"Llovera, Mauricio","661440","","63.1","2.9","34.0","","","","","",""
"Suarez, José","660761","39.7","5.2","1.5","13.2","26.8","","","","13.6",""
"Mlodzinski, Carmen","669387","49.8","0.3","13.1","","14.7","","","","22.0",""
"Hollowell, Gavin","668970","34.3","30.2","2.8","32.8","","","","","",""
"Miller, Mason","695243","55.5","","15.8","23.8","4.9","","","","",""
"Helsley, Ryan","664854","56.2","","","36.7","","7.1","","","",""
"Lamet, Dinelson","659275","23.7","27.7","","45.9","2.7","","","","",""
"Davis, Noah","663562","1.7","50.4","17.0","14.3","9.2","7.5","","","",""
"Megill, Trevor","656730","72.1","","","","","27.9","","","",""
"Anderson, Grant","681982","17.4","27.9","","49.8","4.8","","","","",""
"Winn, Keaton","676775","25.8","15.3","","3.5","","","55.4","","",""
"Harrison, Kyle","690986","60.7","","","1.7","11.1","","","","","26.5"
"Koch, Matt","571863","44.2","","47.3","8.6","","","","","",""
"Wicks, Jordan","696136","28.5","19.6","9.8","4.1","29.7","8.4","","","",""
"Kauffmann, Karl","666154","17.5","34.5","11.0","16.8","20.1","","","","",""
"Chavez, Jesse","445926","","29.8","50.9","","13.6","5.7","","","",""
"Cox, Austin","680735","48.6","","19.2","1.7","15.2","15.2","","","",""
"Wright, Kyle","657140","15.5","29.6","","1.4","6.3","47.3","","","",""
"Duarte, Daniel","650960","26.7","28.5","19.8","18.2","6.8","","","","",""
"Mantiply, Joe","573009","6.7","41.3","","","24.2","27.8","","","",""
"Kowar, Jackson","663804","38.2","","","26.2","35.6","","","","",""
"Dodd, Dylan","689266","48.9","","4.8","28.5","17.8","","","","",""
"Edwards Jr., Carl","605218","63.4","0.7","","","23.5","12.4","","","",""
"Ferrer, Jose A.","678606","71.9","","","1.8","26.3","","","","",""
"Winder, Josh","680739","24.5","5.9","","34.0","24.9","9.5","","","1.3",""
"Turnbull, Spencer","605513","40.5","19.3","","22.3","11.0","6.8","","","",""
"Criswell, Cooper","681867","","34.1","17.9","7.0","13.0","","","","28.0",""
"Hernández, Jonathan","642546","","46.5","","43.8","9.8","","","","",""
"Battenfield, Peyton","685410","44.6","","40.8","","3.8","10.7","","","",""
"Romero, JoJo","668941","15.5","33.6","0.2","22.8","27.9","","","","",""
"Anderson, Nick","623433","48.4","1.6","","","","50.0","","","",""
"Stone, Gavin","694813","28.0","14.3","16.8","6.4","34.2","0.4","","","",""
"Brogdon, Connor","641401","32.5","","24.4","","43.0","","","","",""
"Rosenberg, Kenny","670046","43.1","","11.4","1.3","37.6","6.6","","","",""
"La Sorsa, Joe","686747","","50.4","","45.2","4.4","","","","",""
"Francis, Bowden","670102","51.6","","","14.5","","34.0","","","",""
"Frías, Luis","666818","37.5","0.6","47.7","11.5","2.8","","","","",""
"Soroka, Michael","647336","32.4","22.7","","26.6","18.2","","","","",""
"Winans, Allan","642216","22.5","25.3","","24.5","27.7","","","","",""
"Borucki, Ryan","621366","","20.3","","54.7","11.2","","","","13.8",""
"King, John","667463","0.4","54.3","","8.2","37.2","","","","",""
"Jackson, Luke","592426","27.4","","","69.9","","2.7","","","",""
"Garcia, Robert","676395","48.7","","","24.1","27.2","","","","",""
"Suárez, Andrew","605498","45.5","2.5","","22.8","18.2","10.9","","","",""
"Uribe, Abner","682842","6.8","61.0","","32.2","","","","","",""
"Hjelle, Sean","663546","0.2","52.9","","","3.7","43.2","","","",""
"Faucher, Calvin","676534","","28.8","31.5","","","10.1","","","29.6",""
"Cordero, Jimmy","622772","0.6","70.1","","27.9","1.4","","","","",""
"González, Victor","624647","","63.7","","29.8","6.5","","","","",""
"Herrin, Tim","682120","41.8","5.3","","40.9","","12.0","","","",""
"Herget, Jimmy","623474","5.5","19.3","","31.0","5.9","38.3","","","",""
