"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Megill, Trevor","656730","55.4","","","13.7","","30.9","","","",""
"Henry, Tommy","674072","55.6","0.1","","19.9","9.7","14.6","","","",""
"Foster, Matt","641582","52.1","","0.5","30.7","9.8","6.9","","","",""
"Bleier, Richard","542947","5.7","48.6","22.9","15.8","6.9","","0.1","","",""
"King, Michael","650633","22.7","37.2","","","9.6","","","","30.5",""
"Strahm, Matt","621381","39.1","13.7","20.8","0.3","9.2","16.9","","","",""
"Lawrence, Justin","664875","","55.2","","","","","","","44.8",""
"Loáisiga, Jonathan","642528","1.4","63.3","","","15.0","20.2","","","",""
"Gott, Trevor","641627","32.9","21.9","33.8","","1.1","10.4","","","",""
"McCullers Jr., Lance","621121","","24.5","7.8","25.4","17.4","24.9","","","",""
"Littell, Zack","641793","50.7","","","37.1","","","12.3","","",""
"Marinaccio, Ron","676760","44.3","","","","37.9","","","","17.8",""
"Lee, Dylan","669276","45.5","","","47.7","6.8","","","","",""
"Nance, Tommy","667297","13.3","29.0","","18.4","","39.3","","","",""
"Martin, Brett","656685","10.3","35.1","","18.1","","36.5","","","",""
"King, John","667463","","52.3","7.5","5.3","24.7","","","","10.1",""
"Wisler, Matt","605538","8.5","","","91.3","0.1","","","","",""
"Castellanos, Humberto","528748","9.8","32.4","","26.2","10.4","21.3","","","",""
"Bird, Jake","656234","","57.7","25.1","","2.0","15.2","","","",""
"Hill, Tim","657612","29.7","54.5","6.7","9.1","","","","","",""
"Cotton, Jharel","605194","44.7","","","10.4","40.4","4.6","","","",""
"Duffey, Tyler","608648","36.8","14.3","","12.4","4.5","32.0","","","",""
"Sandlin, Nick","680704","20.1","27.4","","44.7","","","7.7","","",""
"Long, Sam","669674","42.6","1.4","","","29.2","26.8","","","",""
"Weems, Jordan","607179","63.8","","","24.1","9.2","2.8","","","",""
"Pepiot, Ryan","686752","56.2","","","18.2","25.6","","","","",""
"Moll, Sam","594580","0.3","44.4","","","","","","","55.4",""
"Cabrera, Génesis","650893","34.2","17.5","1.1","","17.5","29.6","","","",""
"Pineda, Michael","501381","59.2","","","21.5","19.3","","","","",""
"Mayza, Tim","641835","0.1","82.5","","17.4","","","","","",""
"Staumont, Josh","622251","51.3","13.8","","0.1","","34.7","","","",""
"Weaver, Luke","596133","59.1","1.2","","4.4","25.9","9.3","","","",""
"Bañuelos, Manny","544365","20.1","21.3","","15.9","10.0","32.7","","","",""
"Matzek, Tyler","554431","76.7","","","23.1","","0.1","","","",""
"Pressly, Ryan","519151","32.6","","","36.8","3.5","27.0","","","",""
"Brogdon, Connor","641401","32.0","","24.8","","43.2","","","","",""
"Richards, Garrett","572070","24.9","0.4","","37.7","34.7","2.3","","","",""
"Abreu, Albert","656061","11.9","48.8","","29.3","10.0","","","","",""
"Ragans, Cole","666142","44.1","","16.4","","33.3","6.2","","","",""
"Karinchak, James","675916","59.7","","","","","40.3","","","",""
"Kelly, Joe","523260","7.1","32.4","","16.1","8.5","35.8","","","",""
"Stammen, Craig","489334","0.6","53.9","22.1","12.3","2.7","8.4","","","",""
"Woodford, Jake","663765","21.4","38.2","","0.3","3.7","8.5","","","28.0",""
"Castillo, Max","666721","48.1","","","18.8","33.1","","","","",""
"Gibaut, Ian","664139","44.1","","22.9","6.3","11.1","","","","15.6",""
"Peralta, Wily","503449","27.5","21.9","","29.8","","","20.7","","",""
"Barnes, Matt","598264","45.9","","","","6.5","46.8","0.9","","",""
"Howard, Spencer","675921","50.3","","","35.4","3.5","10.8","","","",""
"Quijada, José","650671","84.9","","","4.2","10.9","","","","",""
"Assad, Javier","665871","21.3","31.2","27.0","9.7","6.7","4.2","","","",""
"Cuas, Jose","621016","0.1","61.4","","36.8","1.6","","","","",""
"Gutierrez, Vladimir","661269","49.7","","","21.9","15.4","13.0","","","",""
"Thompson, Ryan","657044","10.2","47.7","1.3","39.3","1.5","","","","",""
"Chapman, Aroldis","547973","55.5","5.0","","24.6","","","14.9","","",""
"Arano, Víctor","644364","9.7","43.4","","46.9","","","","","",""
"Graterol, Brusdar","660813","10.7","42.7","27.6","19.1","","","","","",""
"Blach, Ty","621389","","54.9","16.9","","19.6","8.6","","","",""
"Moran, Jovani","663558","51.0","","","2.1","45.5","1.3","","","",""
"Danish, Tyler","641501","7.5","36.4","","0.6","14.8","0.2","","","40.5",""
"Thornton, Trent","663423","41.7","4.4","","0.8","","15.2","","","38.0",""
"Sánchez, Cristopher","650911","","61.0","","18.9","20.1","","","","",""
"Flaherty, Jack","656427","47.9","5.7","3.6","25.1","1.2","16.5","","","",""
"Fleming, Josh","676596","0.2","54.7","15.3","","19.0","10.9","","","",""
"Harvey, Hunter","640451","77.9","","","0.5","","6.7","15.0","","",""
"Swarmer, Matt","664161","39.1","","","59.1","1.8","","","","",""
"Warren, Art","605521","41.7","","","58.3","","","","","",""
"Koenig, Jared","657649","10.9","38.3","15.3","","13.5","22.1","","","",""
"Liberatore, Matthew","669461","34.5","20.2","","10.9","11.2","23.2","","","",""
"Moronta, Reyes","606625","53.4","","","37.0","9.7","","","","",""
"Peters, Dillon","596071","23.3","27.0","","11.0","24.1","14.5","","","",""
"Brazoban, Huascar","623211","24.1","8.9","41.8","","25.2","","","","",""
"McGee, Jake","459429","82.8","","","17.2","","","","","",""
"Ramírez, Yohan","670990","12.1","55.6","","","","","","","32.3",""
"Sulser, Cole","642121","49.6","","","10.3","38.8","1.3","","","",""
"Moreta, Dauri","664294","55.3","","","24.0","20.7","","","","",""
"Jefferies, Daulton","641726","11.9","34.2","20.6","","19.6","13.6","","","",""
"Strzelecki, Peter","657265","53.2","","","33.2","13.6","","","","",""
"Sands, Cole","663485","48.8","1.5","7.5","","2.3","22.9","17.1","","",""
"Price, David","456034","42.1","25.2","17.8","","10.7","4.2","","","",""
"Nelson, Kyle","669459","35.9","","0.3","63.4","","0.2","","","0.2",""
"Martinez, Seth","661527","34.0","19.3","3.7","","12.5","","","","30.6",""
"Waldichuk, Ken","686610","56.5","","","","14.5","8.0","","","21.0",""
"Lamet, Dinelson","659275","45.5","0.5","","52.5","1.5","","","","",""
"Snider, Collin","676092","","48.7","","49.4","1.9","","","","",""
"Ferguson, Caleb","657571","66.9","","","","","33.1","","","",""
"Baumann, Mike","657508","47.4","0.2","","29.3","4.5","18.6","","","",""
"Castano, Daniel","641447","12.3","5.9","40.9","28.1","12.8","","","","",""
"Thompson, Zack","668868","54.3","","","6.1","8.3","31.3","","","",""
"McCarty, Kirk","668948","38.3","0.2","40.2","3.5","7.7","10.1","","","",""
"Ortega, Oliver","661383","58.4","2.3","","","","33.7","","","5.6",""
"Gilbert, Tyler","656457","22.7","18.3","34.8","","","11.3","12.9","","",""
"Naughton, Packy","676050","34.9","18.9","","21.0","25.3","","","","",""
"Miley, Wade","489119","14.1","2.7","42.5","6.4","31.6","2.7","","","",""
"Wentz, Joey","666214","55.1","","22.0","","13.5","9.4","","","",""
"Barlow, Joe","669618","28.5","2.9","","60.1","","8.5","","","",""
"Newcomb, Sean","656794","55.1","0.7","32.6","","1.1","10.5","","","",""
"Banda, Anthony","607455","31.8","20.9","","1.1","37.4","8.9","","","",""
"Head, Louis","545343","40.1","","","55.5","4.4","","","","",""
"Dunn, Justin","643290","49.6","","","23.9","5.0","21.5","","","",""
"Morejon, Adrian","670970","69.1","","","13.7","4.3","13.0","","","",""
"Jiménez, Dany","666204","37.8","","0.6","61.6","","","","","",""
"Pop, Zach","647315","","76.9","","22.9","0.2","","","","",""
"Rodriguez, Elvin","660730","52.4","1.3","0.2","24.5","12.9","3.2","","","5.4",""
"Ort, Kaleb","672391","59.7","0.2","","33.3","6.8","","","","",""
"Rainey, Tanner","663432","70.4","","","29.0","0.6","","","","",""
"Castro, Miguel","612434","","36.7","","44.5","18.8","","","","",""
"Garza Jr., Ralph","621248","12.6","33.3","9.9","23.0","18.9","2.3","","","",""
"Hernández, Jonathan","642546","1.2","42.1","","36.2","20.5","","","","",""
"Mills, Wyatt","670090","38.6","23.7","","37.8","","","","","",""
"Silseth, Chase","681217","39.9","6.4","0.2","22.4","","3.8","27.3","","",""
